profile,run_id,itnum,ncpu,ngpu,function,time_ms
profile,12846575,1,2,1,calc_extBIC,2262.832
profile,12846575,1,2,1,calcVC,1607.745
profile,12846575,1,2,1,calcMMt,9443.406
profile,12846574,4,1,1,find_qtl,33316.728
profile,12846574,4,1,1,constructX,4660.112
profile,12846574,4,1,1,calc_extBIC,3135.542
profile,12846574,4,1,1,calcVC,1704.75
profile,12846574,3,1,1,find_qtl,32667.77
profile,12846574,3,1,1,constructX,4654.404
profile,12846574,3,1,1,calc_extBIC,3081.037
profile,12846574,3,1,1,calcVC,1720.178
profile,12846574,2,1,1,find_qtl,32779.387
profile,12846574,2,1,1,constructX,4666.025
profile,12846574,2,1,1,calc_extBIC,3200.311
profile,12846574,2,1,1,calcVC,1856.61
profile,12846574,1,1,1,invMMt,413.611
profile,12846574,1,1,1,find_qtl,33832.016
profile,12846574,1,1,1,constructX,0.091
profile,12846574,1,1,1,calc_extBIC,3284.475
profile,12846574,1,1,1,calcVC,2259.407
profile,12846574,1,1,1,calcMMt,9481.903
profile,12846572,4,8,1,find_qtl,34836.32
profile,12846572,4,8,1,constructX,5479.711
profile,12846572,4,8,1,calc_extBIC,1885.374
profile,12846572,4,8,1,calcVC,1075.09
profile,12846572,3,8,1,find_qtl,35276.754
profile,12846572,3,8,1,constructX,5683.716
profile,12846572,3,8,1,calc_extBIC,1851.4
profile,12846572,3,8,1,calcVC,1109.134
profile,12846572,2,8,1,find_qtl,35238.834
profile,12846572,2,8,1,constructX,5472.369
profile,12846572,2,8,1,calc_extBIC,1965.082
profile,12846572,2,8,1,calcVC,1254.008
profile,12846572,1,8,1,invMMt,183.941
profile,12846572,1,8,1,find_qtl,35324.811
profile,12846572,1,8,1,constructX,0.091
profile,12846572,1,8,1,calc_extBIC,1925.964
profile,12846572,1,8,1,calcVC,1476.242
profile,12846572,1,8,1,calcMMt,10339.913
profile,12846571,4,8,1,find_qtl,27651.176
profile,12846571,4,8,1,constructX,3728.037
profile,12846571,4,8,1,calc_extBIC,1697.294
profile,12846571,4,8,1,calcVC,941.945
profile,12846571,3,8,1,find_qtl,29461.11
profile,12846571,3,8,1,constructX,4389.212
profile,12846571,3,8,1,calc_extBIC,1716.789
profile,12846571,3,8,1,calcVC,970.63
profile,12846571,2,8,1,find_qtl,29182.236
profile,12846571,2,8,1,constructX,4368.143
profile,12846571,2,8,1,calc_extBIC,1786.317
profile,12846571,2,8,1,calcVC,1091.155
profile,12846571,1,8,1,invMMt,177.814
profile,12846571,1,8,1,find_qtl,29623.761
profile,12846571,1,8,1,constructX,0.079
profile,12846571,1,8,1,calc_extBIC,1764.981
profile,12846571,1,8,1,calcVC,1370.022
profile,12846571,1,8,1,calcMMt,8964.548
profile,12846570,4,4,1,find_qtl,29643.396
profile,12846570,4,4,1,constructX,4548.267
profile,12846570,4,4,1,calc_extBIC,1982.421
profile,12846570,4,4,1,calcVC,1118.149
profile,12846570,3,4,1,find_qtl,29646.13
profile,12846570,3,4,1,constructX,4563.356
profile,12846570,3,4,1,calc_extBIC,1926.053
profile,12846570,3,4,1,calcVC,1131.897
profile,12846570,2,4,1,find_qtl,30512.784
profile,12846570,2,4,1,constructX,4558.361
profile,12846570,2,4,1,calc_extBIC,2051.13
profile,12846570,2,4,1,calcVC,1268.092
profile,12846570,1,4,1,invMMt,221.338
profile,12846570,1,4,1,find_qtl,30757.663
profile,12846570,1,4,1,constructX,0.081
