profile,slurm_id1,run_id,itnum,ncpu,ngpu,function,time_ms
profile,eagle_REPEAT_cs_CRAN_12335703,12335708,1,4,3,calc_extBIC,1981.163
profile,eagle_REPEAT_cs_CRAN_12335703,12335708,1,4,3,calcVC,1450.136
profile,eagle_REPEAT_cs_CRAN_12335703,12335708,1,4,3,MMt,90388.613
profile,eagle_REPEAT_cs_CRAN_12335703,12335707,4,2,3,find_qtl,194360.441
profile,eagle_REPEAT_cs_CRAN_12335703,12335707,4,2,3,constructX,20309.815
profile,eagle_REPEAT_cs_CRAN_12335703,12335707,4,2,3,calc_extBIC,2283.188
profile,eagle_REPEAT_cs_CRAN_12335703,12335707,4,2,3,calcVC,1244.412
profile,eagle_REPEAT_cs_CRAN_12335703,12335707,3,2,3,find_qtl,187033.599
profile,eagle_REPEAT_cs_CRAN_12335703,12335707,3,2,3,constructX,20449.326
profile,eagle_REPEAT_cs_CRAN_12335703,12335707,3,2,3,calc_extBIC,2245.367
profile,eagle_REPEAT_cs_CRAN_12335703,12335707,3,2,3,calcVC,1252.496
profile,eagle_REPEAT_cs_CRAN_12335703,12335707,2,2,3,find_qtl,194223.906
profile,eagle_REPEAT_cs_CRAN_12335703,12335707,2,2,3,constructX,21109.491
profile,eagle_REPEAT_cs_CRAN_12335703,12335707,2,2,3,calc_extBIC,2363.195
profile,eagle_REPEAT_cs_CRAN_12335703,12335707,2,2,3,calcVC,1410.125
profile,eagle_REPEAT_cs_CRAN_12335703,12335707,1,2,3,invMMt,243.348
profile,eagle_REPEAT_cs_CRAN_12335703,12335707,1,2,3,find_qtl,194058.128
profile,eagle_REPEAT_cs_CRAN_12335703,12335707,1,2,3,constructX,0.082
profile,eagle_REPEAT_cs_CRAN_12335703,12335707,1,2,3,calc_extBIC,2328.409
profile,eagle_REPEAT_cs_CRAN_12335703,12335707,1,2,3,calcVC,1601.301
profile,eagle_REPEAT_cs_CRAN_12335703,12335707,1,2,3,MMt,151049.924
profile,eagle_REPEAT_cs_CRAN_12335703,12335706,4,1,3,find_qtl,322739.394
profile,eagle_REPEAT_cs_CRAN_12335703,12335706,4,1,3,constructX,23735.095
profile,eagle_REPEAT_cs_CRAN_12335703,12335706,4,1,3,calc_extBIC,3066.415
profile,eagle_REPEAT_cs_CRAN_12335703,12335706,4,1,3,calcVC,1680.364
profile,eagle_REPEAT_cs_CRAN_12335703,12335706,3,1,3,find_qtl,321749.985
profile,eagle_REPEAT_cs_CRAN_12335703,12335706,3,1,3,constructX,23670.361
